,accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,day_time,year
17990,17990,Kolkata,West Bengal,22.463753,88.257579,2023-01-08,5:00,5,Sunday,True,rural,4,1,fog,low,35,high,drunk driving,minor,3,0,False,Moring,2023
17991,17991,Kolkata,West Bengal,22.657416,88.292107,2022-01-04,12:00,12,Tuesday,False,highway,6,0,clear,high,27,high,overspeeding,minor,4,2,False,Afternoon,2022
17992,17992,Chandigarh,Punjab,30.739574,76.718222,2022-08-15,9:00,9,Monday,False,highway,5,1,clear,high,20,high,distraction,minor,5,0,True,Moring,2022
17993,17993,Bangalore,Karnataka,12.990147,77.765618,2024-07-10,16:00,16,Wednesday,False,urban,6,0,clear,high,30,low,drunk driving,minor,3,3,False,Evening,2024
17994,17994,Hyderabad,Telangana,17.337721,78.336025,2022-12-07,19:00,19,Wednesday,False,urban,1,0,fog,low,38,medium,poor road,minor,1,0,True,Evening,2022
17995,17995,Chandigarh,Punjab,30.790111,76.833502,2022-12-19,6:00,6,Monday,False,urban,2,1,clear,high,40,low,poor road,major,1,1,False,Moring,2022
17996,17996,Delhi,Delhi,28.703706,76.896874,2024-02-20,2:00,2,Tuesday,False,urban,3,1,clear,high,32,high,overspeeding,minor,5,0,False,Moring,2024
17997,17997,Hyderabad,Telangana,17.557444,78.595786,2022-04-29,6:00,6,Friday,False,rural,3,0,clear,high,37,medium,distraction,minor,2,2,False,Moring,2022
17998,17998,Pune,Maharashtra,18.471542,73.757287,2024-08-24,21:00,21,Saturday,True,rural,1,1,clear,high,33,high,weather,fatal,2,2,False,Night,2024
17999,17999,Delhi,Delhi,28.683215,76.911007,2025-02-18,6:00,6,Tuesday,False,rural,6,1,fog,low,32,low,drunk driving,minor,2,1,False,Moring,2025
18000,18000,Chandigarh,Punjab,30.721826,76.810496,2023-03-08,14:00,14,Wednesday,False,urban,5,0,rain,medium,19,low,distraction,minor,4,4,False,Afternoon,2023
18001,18001,Bangalore,Karnataka,13.099154,77.528184,2024-12-10,2:00,2,Tuesday,False,highway,4,1,fog,low,35,low,drunk driving,major,3,1,False,Moring,2024
18002,18002,Chandigarh,Punjab,30.753398,76.763593,2024-02-24,4:00,4,Saturday,True,urban,3,1,clear,high,25,medium,poor road,fatal,1,1,False,Moring,2024
18003,18003,Pune,Maharashtra,18.698702,73.740187,2022-05-13,23:00,23,Friday,False,highway,4,0,clear,high,23,high,distraction,fatal,3,3,False,Night,2022
18004,18004,Pune,Maharashtra,18.595412,73.965144,2022-07-01,1:00,1,Friday,False,highway,3,0,fog,low,38,low,distraction,minor,2,0,False,Moring,2022
18005,18005,Mumbai,Maharashtra,19.192327,72.927085,2024-12-04,10:00,10,Wednesday,False,rural,1,1,fog,low,16,medium,poor road,major,5,5,True,Moring,2024
18006,18006,Bangalore,Karnataka,12.969474,77.774694,2024-10-25,7:00,7,Friday,False,highway,6,0,clear,high,20,low,poor road,minor,1,0,False,Moring,2024
18007,18007,Pune,Maharashtra,18.665548,73.859526,2023-09-06,0:00,0,Wednesday,False,highway,3,0,rain,medium,24,low,weather,fatal,2,2,False,Moring,2023
18008,18008,Mumbai,Maharashtra,19.003784,72.821255,2022-04-14,23:00,23,Thursday,False,highway,3,1,clear,high,39,low,distraction,minor,5,0,False,Night,2022
18009,18009,Kolkata,West Bengal,22.491729,88.320718,2024-12-11,16:00,16,Wednesday,False,urban,2,1,rain,low,36,low,overspeeding,minor,4,4,False,Evening,2024
18010,18010,Chandigarh,Punjab,30.625106,76.802694,2024-10-28,18:00,18,Monday,False,rural,1,1,clear,high,17,high,distraction,minor,3,2,True,Evening,2024
18011,18011,Mumbai,Maharashtra,19.239533,72.923318,2022-07-01,18:00,18,Friday,False,rural,1,0,clear,high,31,low,distraction,fatal,4,4,True,Evening,2022
18012,18012,Kolkata,West Bengal,22.593,88.234894,2023-05-29,6:00,6,Monday,False,urban,4,1,rain,low,40,medium,overspeeding,major,3,3,False,Moring,2023
18013,18013,Pune,Maharashtra,18.694506,73.72174,2022-08-09,6:00,6,Tuesday,False,highway,1,1,rain,medium,30,medium,drunk driving,major,4,0,False,Moring,2022
18014,18014,Chandigarh,Punjab,30.652617,76.790489,2024-10-08,23:00,23,Tuesday,False,urban,5,1,rain,low,40,high,weather,minor,1,1,False,Night,2024
18015,18015,Chennai,Tamil Nadu,13.068727,80.190784,2022-05-09,8:00,8,Monday,False,urban,6,1,rain,low,24,high,overspeeding,minor,1,1,True,Moring,2022
18016,18016,Pune,Maharashtra,18.460794,73.729809,2023-08-18,21:00,21,Friday,False,rural,1,0,rain,medium,16,medium,overspeeding,major,3,3,False,Night,2023
18017,18017,Pune,Maharashtra,18.59411,73.991629,2023-11-23,5:00,5,Thursday,False,rural,4,1,clear,high,29,high,overspeeding,minor,5,2,False,Moring,2023
18018,18018,Chennai,Tamil Nadu,12.935975,80.216547,2022-01-16,15:00,15,Sunday,True,urban,5,0,rain,medium,18,high,overspeeding,minor,4,4,False,Afternoon,2022
18019,18019,Chandigarh,Punjab,30.640987,76.732946,2023-12-17,3:00,3,Sunday,True,highway,5,0,rain,medium,37,low,poor road,major,1,1,False,Moring,2023
18020,18020,Mumbai,Maharashtra,19.22268,72.8838,2022-08-06,4:00,4,Saturday,True,urban,1,1,clear,high,20,low,drunk driving,minor,4,1,False,Moring,2022
18021,18021,Hyderabad,Telangana,17.383648,78.428669,2024-10-10,15:00,15,Thursday,False,rural,3,0,fog,low,27,medium,poor road,major,4,3,False,Afternoon,2024
18022,18022,Hyderabad,Telangana,17.317592,78.230322,2022-07-28,8:00,8,Thursday,False,rural,1,1,rain,low,35,low,drunk driving,major,1,0,True,Moring,2022
18023,18023,Hyderabad,Telangana,17.238607,78.520997,2023-07-10,21:00,21,Monday,False,urban,4,0,fog,low,35,low,overspeeding,minor,1,0,False,Night,2023
18024,18024,Delhi,Delhi,28.519111,76.84599,2022-10-28,17:00,17,Friday,False,highway,4,1,rain,low,22,medium,drunk driving,major,3,0,True,Evening,2022
18025,18025,Hyderabad,Telangana,17.28435,78.447785,2025-01-16,16:00,16,Thursday,False,highway,1,1,fog,low,36,high,weather,major,1,1,False,Evening,2025
18026,18026,Pune,Maharashtra,18.567175,73.998673,2022-03-04,7:00,7,Friday,False,highway,2,1,rain,low,33,low,distraction,major,3,0,False,Moring,2022
18027,18027,Bangalore,Karnataka,13.039221,77.757122,2023-06-09,14:00,14,Friday,False,rural,4,0,clear,high,15,medium,distraction,minor,1,0,False,Afternoon,2023
18028,18028,Hyderabad,Telangana,17.557909,78.597965,2023-07-17,17:00,17,Monday,False,urban,5,0,fog,low,22,high,poor road,major,1,0,True,Evening,2023
18029,18029,Kolkata,West Bengal,22.665693,88.40588,2023-08-08,3:00,3,Tuesday,False,rural,5,1,clear,high,25,low,distraction,minor,4,2,False,Moring,2023
18030,18030,Kolkata,West Bengal,22.605563,88.37722,2023-05-13,4:00,4,Saturday,True,highway,1,0,clear,high,33,low,poor road,minor,4,1,False,Moring,2023
18031,18031,Bangalore,Karnataka,12.905965,77.544567,2022-11-17,8:00,8,Thursday,False,rural,5,1,clear,high,34,high,weather,fatal,4,4,True,Moring,2022
18032,18032,Chennai,Tamil Nadu,12.825027,80.264249,2024-08-10,22:00,22,Saturday,True,urban,5,0,fog,low,36,low,weather,major,2,2,False,Night,2024
18033,18033,Chandigarh,Punjab,30.607873,76.768228,2023-09-06,8:00,8,Wednesday,False,highway,3,1,rain,medium,27,high,overspeeding,minor,4,1,True,Moring,2023
18034,18034,Chandigarh,Punjab,30.671986,76.729,2023-01-02,10:00,10,Monday,False,rural,1,0,fog,low,28,medium,weather,major,4,1,True,Moring,2023
18035,18035,Bangalore,Karnataka,13.173694,77.719452,2024-03-15,13:00,13,Friday,False,urban,1,0,fog,low,23,medium,poor road,major,1,1,False,Afternoon,2024
18036,18036,Pune,Maharashtra,18.646809,73.810894,2024-07-26,2:00,2,Friday,False,highway,6,1,rain,low,31,low,distraction,minor,5,0,False,Moring,2024
18037,18037,Hyderabad,Telangana,17.426942,78.502227,2025-03-04,12:00,12,Tuesday,False,rural,1,1,fog,low,19,high,poor road,fatal,3,3,False,Afternoon,2025
18038,18038,Chennai,Tamil Nadu,12.839024,80.284864,2023-09-23,8:00,8,Saturday,True,urban,5,0,clear,high,19,low,poor road,major,2,0,True,Moring,2023
18039,18039,Pune,Maharashtra,18.547192,73.726019,2024-09-12,22:00,22,Thursday,False,rural,3,1,fog,low,22,medium,distraction,major,4,4,False,Night,2024
18040,18040,Chandigarh,Punjab,30.629202,76.771663,2024-05-28,5:00,5,Tuesday,False,rural,5,1,clear,high,40,medium,distraction,major,2,1,False,Moring,2024
18041,18041,Chennai,Tamil Nadu,13.088616,80.148199,2022-11-22,23:00,23,Tuesday,False,highway,5,1,clear,high,40,high,weather,minor,3,3,False,Night,2022
18042,18042,Kolkata,West Bengal,22.598418,88.382181,2022-03-14,17:00,17,Monday,False,highway,3,1,clear,high,16,medium,drunk driving,minor,2,1,True,Evening,2022
18043,18043,Mumbai,Maharashtra,18.907997,72.940307,2024-10-30,6:00,6,Wednesday,False,highway,4,0,clear,high,33,medium,drunk driving,major,4,3,False,Moring,2024
18044,18044,Bangalore,Karnataka,12.906871,77.546267,2024-09-14,4:00,4,Saturday,True,rural,6,0,clear,high,31,medium,poor road,minor,5,1,False,Moring,2024
18045,18045,Bangalore,Karnataka,13.013076,77.644076,2024-08-21,20:00,20,Wednesday,False,urban,1,0,clear,high,27,medium,poor road,minor,2,2,False,Night,2024
18046,18046,Chennai,Tamil Nadu,12.913284,80.291148,2024-06-03,8:00,8,Monday,False,urban,3,1,fog,low,35,high,overspeeding,major,3,2,True,Moring,2024
18047,18047,Kolkata,West Bengal,22.63504,88.36158,2023-01-29,14:00,14,Sunday,True,rural,3,1,clear,high,30,high,poor road,minor,2,2,False,Afternoon,2023
18048,18048,Bangalore,Karnataka,13.018763,77.569147,2022-10-01,21:00,21,Saturday,True,rural,6,1,rain,low,20,medium,weather,fatal,3,3,False,Night,2022
18049,18049,Bangalore,Karnataka,13.149742,77.550978,2022-04-05,14:00,14,Tuesday,False,highway,4,1,fog,low,28,low,poor road,major,1,1,False,Afternoon,2022
18050,18050,Chandigarh,Punjab,30.62802,76.804822,2024-10-16,20:00,20,Wednesday,False,urban,3,1,rain,medium,28,medium,weather,minor,5,0,False,Night,2024
18051,18051,Chennai,Tamil Nadu,12.903098,80.280897,2023-08-13,17:00,17,Sunday,True,urban,4,1,fog,low,18,high,weather,major,1,1,True,Evening,2023
18052,18052,Kolkata,West Bengal,22.687258,88.361937,2023-10-27,16:00,16,Friday,False,highway,2,0,rain,medium,25,medium,weather,fatal,1,1,False,Evening,2023
18053,18053,Bangalore,Karnataka,13.023071,77.457527,2022-08-24,23:00,23,Wednesday,False,rural,3,0,rain,low,38,low,overspeeding,major,2,2,False,Night,2022
18054,18054,Delhi,Delhi,28.721482,77.189797,2022-09-14,9:00,9,Wednesday,False,urban,4,0,fog,low,18,high,distraction,major,2,2,True,Moring,2022
18055,18055,Delhi,Delhi,28.451618,77.261855,2024-11-10,18:00,18,Sunday,True,urban,4,0,fog,low,28,high,poor road,fatal,1,1,True,Evening,2024
18056,18056,Delhi,Delhi,28.620869,76.859873,2024-08-03,20:00,20,Saturday,True,rural,5,1,clear,high,27,low,drunk driving,major,5,4,False,Night,2024
18057,18057,Chandigarh,Punjab,30.618469,76.850447,2025-01-22,0:00,0,Wednesday,False,urban,4,0,rain,medium,21,low,drunk driving,major,5,1,False,Moring,2025
18058,18058,Kolkata,West Bengal,22.67919,88.471337,2023-12-24,22:00,22,Sunday,True,highway,5,0,clear,high,22,medium,weather,minor,4,4,False,Night,2023
18059,18059,Hyderabad,Telangana,17.497559,78.466228,2024-10-06,18:00,18,Sunday,True,rural,6,0,fog,low,30,medium,weather,fatal,1,1,True,Evening,2024
18060,18060,Chennai,Tamil Nadu,13.102996,80.112178,2022-12-25,1:00,1,Sunday,True,rural,6,1,fog,low,23,low,overspeeding,major,1,1,False,Moring,2022
18061,18061,Kolkata,West Bengal,22.508461,88.308529,2024-08-19,13:00,13,Monday,False,highway,1,0,clear,high,31,low,drunk driving,minor,3,3,False,Afternoon,2024
18062,18062,Bangalore,Karnataka,13.068077,77.418328,2022-09-19,18:00,18,Monday,False,urban,1,0,fog,low,18,high,overspeeding,major,5,3,True,Evening,2022
18063,18063,Kolkata,West Bengal,22.466979,88.313971,2023-04-22,10:00,10,Saturday,True,rural,6,0,fog,low,17,high,drunk driving,minor,3,0,True,Moring,2023
18064,18064,Kolkata,West Bengal,22.657469,88.282968,2023-09-30,10:00,10,Saturday,True,rural,4,1,clear,high,15,high,overspeeding,minor,1,0,True,Moring,2023
18065,18065,Chennai,Tamil Nadu,13.04473,80.154626,2025-01-10,23:00,23,Friday,False,rural,3,0,rain,medium,38,low,overspeeding,major,1,0,False,Night,2025
18066,18066,Hyderabad,Telangana,17.208728,78.599403,2022-10-29,11:00,11,Saturday,True,rural,5,1,rain,medium,25,medium,weather,minor,2,1,False,Moring,2022
18067,18067,Bangalore,Karnataka,13.138388,77.573814,2024-02-27,4:00,4,Tuesday,False,urban,4,0,fog,low,38,low,weather,minor,1,1,False,Moring,2024
18068,18068,Chennai,Tamil Nadu,12.956906,80.225744,2022-05-14,23:00,23,Saturday,True,urban,5,0,fog,low,40,high,weather,fatal,2,2,False,Night,2022
18069,18069,Pune,Maharashtra,18.667248,73.784339,2022-09-20,3:00,3,Tuesday,False,rural,1,0,clear,high,17,low,drunk driving,minor,2,0,False,Moring,2022
18070,18070,Bangalore,Karnataka,12.982883,77.485095,2023-09-14,18:00,18,Thursday,False,highway,5,0,rain,low,18,high,distraction,minor,4,1,True,Evening,2023
18071,18071,Chandigarh,Punjab,30.632993,76.817238,2022-03-12,8:00,8,Saturday,True,urban,4,0,rain,medium,20,high,distraction,minor,3,1,True,Moring,2022
18072,18072,Bangalore,Karnataka,13.172392,77.427147,2024-07-27,0:00,0,Saturday,True,urban,2,1,clear,high,37,high,poor road,minor,2,1,False,Moring,2024
18073,18073,Mumbai,Maharashtra,19.080687,72.83719,2023-04-06,5:00,5,Thursday,False,highway,1,0,fog,low,33,high,drunk driving,minor,2,1,False,Moring,2023
18074,18074,Pune,Maharashtra,18.480182,73.739922,2025-03-13,5:00,5,Thursday,False,rural,2,1,fog,low,36,medium,poor road,minor,5,1,False,Moring,2025
18075,18075,Pune,Maharashtra,18.514142,73.867542,2024-05-06,2:00,2,Monday,False,rural,5,1,rain,low,25,low,overspeeding,minor,4,1,False,Moring,2024
18076,18076,Kolkata,West Bengal,22.469344,88.318846,2022-06-08,15:00,15,Wednesday,False,highway,4,1,clear,high,26,low,drunk driving,minor,4,1,False,Afternoon,2022
18077,18077,Chennai,Tamil Nadu,13.165112,80.111033,2023-10-18,2:00,2,Wednesday,False,urban,2,0,fog,low,31,low,distraction,minor,4,3,False,Moring,2023
18078,18078,Hyderabad,Telangana,17.374154,78.435569,2023-05-19,12:00,12,Friday,False,urban,5,1,rain,medium,27,medium,weather,minor,5,2,False,Afternoon,2023
18079,18079,Pune,Maharashtra,18.571176,73.972627,2024-03-12,21:00,21,Tuesday,False,highway,6,0,fog,low,38,medium,weather,major,4,2,False,Night,2024
18080,18080,Chennai,Tamil Nadu,13.151831,80.181549,2024-11-13,12:00,12,Wednesday,False,rural,5,0,clear,high,27,low,weather,major,4,0,False,Afternoon,2024
18081,18081,Mumbai,Maharashtra,18.965891,72.994151,2022-08-10,3:00,3,Wednesday,False,rural,2,1,fog,low,34,medium,overspeeding,minor,1,1,False,Moring,2022
18082,18082,Kolkata,West Bengal,22.680251,88.48868,2024-03-21,15:00,15,Thursday,False,urban,6,0,fog,low,20,high,overspeeding,minor,3,1,False,Afternoon,2024
18083,18083,Pune,Maharashtra,18.542069,73.753327,2023-03-15,10:00,10,Wednesday,False,urban,4,1,rain,medium,18,high,weather,minor,5,4,True,Moring,2023
18084,18084,Delhi,Delhi,28.558236,77.250556,2024-11-17,14:00,14,Sunday,True,rural,6,0,fog,low,31,medium,overspeeding,minor,4,1,False,Afternoon,2024
18085,18085,Delhi,Delhi,28.52201,77.127401,2023-08-24,13:00,13,Thursday,False,rural,1,1,clear,high,39,low,overspeeding,major,1,1,False,Afternoon,2023
18086,18086,Kolkata,West Bengal,22.555973,88.46217,2022-10-20,19:00,19,Thursday,False,urban,4,1,clear,high,32,medium,poor road,minor,5,5,True,Evening,2022
18087,18087,Chandigarh,Punjab,30.749276,76.82223,2024-07-29,8:00,8,Monday,False,rural,1,0,clear,high,19,high,weather,minor,1,1,True,Moring,2024
18088,18088,Chennai,Tamil Nadu,13.146989,80.196281,2023-04-24,13:00,13,Monday,False,urban,5,0,fog,low,38,low,weather,minor,5,4,False,Afternoon,2023
18089,18089,Bangalore,Karnataka,12.838357,77.408916,2023-02-28,19:00,19,Tuesday,False,rural,5,1,rain,medium,26,high,distraction,major,4,3,True,Evening,2023
18090,18090,Mumbai,Maharashtra,18.883698,72.723829,2023-11-29,1:00,1,Wednesday,False,rural,1,1,fog,low,21,medium,drunk driving,minor,4,0,False,Moring,2023
18091,18091,Chennai,Tamil Nadu,12.921063,80.288021,2024-02-27,21:00,21,Tuesday,False,urban,4,0,fog,low,16,high,poor road,major,5,5,False,Night,2024
18092,18092,Delhi,Delhi,28.682158,77.225941,2023-06-09,7:00,7,Friday,False,urban,5,0,rain,medium,20,low,overspeeding,minor,2,2,False,Moring,2023
18093,18093,Mumbai,Maharashtra,19.179501,72.907086,2023-05-30,16:00,16,Tuesday,False,highway,5,1,clear,high,29,low,distraction,fatal,2,2,False,Evening,2023
18094,18094,Hyderabad,Telangana,17.424565,78.219272,2025-03-31,14:00,14,Monday,False,urban,6,0,fog,low,32,high,overspeeding,major,2,2,False,Afternoon,2025
18095,18095,Bangalore,Karnataka,12.963251,77.467824,2023-03-11,6:00,6,Saturday,True,rural,6,1,clear,high,20,low,overspeeding,major,4,1,False,Moring,2023
18096,18096,Pune,Maharashtra,18.646597,73.721833,2023-01-23,5:00,5,Monday,False,highway,5,1,fog,low,27,low,drunk driving,major,4,0,False,Moring,2023
18097,18097,Hyderabad,Telangana,17.353452,78.237969,2025-01-27,18:00,18,Monday,False,urban,5,0,fog,low,38,medium,overspeeding,major,4,4,True,Evening,2025
18098,18098,Chennai,Tamil Nadu,13.065539,80.269756,2022-06-16,2:00,2,Thursday,False,rural,4,0,fog,low,27,medium,weather,minor,3,1,False,Moring,2022
18099,18099,Delhi,Delhi,28.83226,77.107759,2023-10-19,14:00,14,Thursday,False,urban,6,1,rain,low,21,medium,overspeeding,minor,4,2,False,Afternoon,2023
18100,18100,Delhi,Delhi,28.549818,76.828717,2023-05-08,0:00,0,Monday,False,urban,5,1,rain,medium,30,low,overspeeding,minor,1,1,False,Moring,2023
18101,18101,Bangalore,Karnataka,13.045042,77.638342,2024-07-06,22:00,22,Saturday,True,rural,3,0,clear,high,37,medium,weather,minor,4,2,False,Night,2024
18102,18102,Mumbai,Maharashtra,19.172507,72.753977,2023-05-08,16:00,16,Monday,False,urban,1,0,rain,low,15,low,distraction,major,5,2,False,Evening,2023
18103,18103,Kolkata,West Bengal,22.668475,88.411063,2024-10-24,20:00,20,Thursday,False,urban,1,1,rain,low,35,medium,poor road,major,4,2,False,Night,2024
18104,18104,Pune,Maharashtra,18.60518,73.793208,2024-10-11,19:00,19,Friday,False,highway,4,1,fog,low,34,high,weather,minor,2,1,True,Evening,2024
18105,18105,Kolkata,West Bengal,22.502368,88.359106,2022-12-24,9:00,9,Saturday,True,highway,6,0,fog,low,19,high,poor road,minor,4,2,True,Moring,2022
18106,18106,Delhi,Delhi,28.803141,77.104744,2022-11-23,3:00,3,Wednesday,False,highway,2,0,clear,high,17,medium,weather,minor,4,4,False,Moring,2022
18107,18107,Hyderabad,Telangana,17.583428,78.510117,2024-01-06,18:00,18,Saturday,True,urban,2,0,rain,medium,25,medium,drunk driving,minor,3,1,True,Evening,2024
18108,18108,Bangalore,Karnataka,12.890346,77.465178,2023-10-18,19:00,19,Wednesday,False,rural,6,0,clear,high,15,medium,drunk driving,minor,1,1,True,Evening,2023
18109,18109,Pune,Maharashtra,18.68039,73.967927,2024-10-27,9:00,9,Sunday,True,urban,6,1,fog,low,26,medium,poor road,minor,4,1,True,Moring,2024
18110,18110,Chennai,Tamil Nadu,13.149877,80.12083,2024-12-22,3:00,3,Sunday,True,rural,3,1,fog,low,26,low,overspeeding,fatal,2,2,False,Moring,2024
18111,18111,Kolkata,West Bengal,22.453752,88.420103,2024-10-28,17:00,17,Monday,False,highway,3,0,fog,low,22,high,weather,major,1,0,True,Evening,2024
18112,18112,Delhi,Delhi,28.831109,77.076885,2022-04-27,3:00,3,Wednesday,False,highway,4,0,rain,medium,16,medium,distraction,minor,2,2,False,Moring,2022
18113,18113,Mumbai,Maharashtra,19.191825,72.725724,2022-06-20,12:00,12,Monday,False,highway,5,0,rain,low,32,high,distraction,major,2,0,False,Afternoon,2022
18114,18114,Bangalore,Karnataka,12.833715,77.76469,2023-10-22,3:00,3,Sunday,True,highway,3,1,rain,medium,19,low,weather,fatal,3,3,False,Moring,2023
18115,18115,Hyderabad,Telangana,17.495673,78.206598,2022-07-15,16:00,16,Friday,False,rural,4,1,clear,high,34,low,drunk driving,minor,3,2,False,Evening,2022
18116,18116,Pune,Maharashtra,18.618791,73.855711,2024-11-25,14:00,14,Monday,False,urban,3,1,clear,high,27,low,weather,major,4,2,False,Afternoon,2024
18117,18117,Pune,Maharashtra,18.581233,73.978832,2025-03-02,0:00,0,Sunday,True,rural,6,1,clear,high,22,low,poor road,fatal,2,2,False,Moring,2025
18118,18118,Mumbai,Maharashtra,19.232645,72.998933,2024-09-02,6:00,6,Monday,False,urban,6,0,clear,high,32,low,overspeeding,fatal,1,1,False,Moring,2024
18119,18119,Bangalore,Karnataka,13.025654,77.763804,2023-03-05,17:00,17,Sunday,True,highway,5,0,clear,high,18,high,overspeeding,fatal,4,4,True,Evening,2023
18120,18120,Mumbai,Maharashtra,18.984,72.976145,2022-03-04,5:00,5,Friday,False,rural,6,1,rain,low,34,high,poor road,minor,1,0,False,Moring,2022
18121,18121,Mumbai,Maharashtra,18.938569,72.741466,2022-11-09,5:00,5,Wednesday,False,highway,1,1,rain,low,15,high,drunk driving,minor,1,1,False,Moring,2022
18122,18122,Kolkata,West Bengal,22.564435,88.496022,2022-02-11,10:00,10,Friday,False,highway,4,0,rain,medium,27,high,overspeeding,minor,1,0,True,Moring,2022
18123,18123,Mumbai,Maharashtra,19.151949,72.885393,2023-08-21,6:00,6,Monday,False,highway,2,0,fog,low,27,medium,distraction,fatal,4,4,False,Moring,2023
18124,18124,Hyderabad,Telangana,17.27501,78.354508,2024-09-26,10:00,10,Thursday,False,highway,2,1,fog,low,17,high,drunk driving,major,4,0,True,Moring,2024
18125,18125,Hyderabad,Telangana,17.253963,78.225959,2024-12-29,20:00,20,Sunday,True,urban,1,1,rain,low,31,medium,weather,minor,5,2,False,Night,2024
18126,18126,Chennai,Tamil Nadu,12.848063,80.238803,2022-02-18,13:00,13,Friday,False,urban,6,0,fog,low,17,low,poor road,fatal,3,3,False,Afternoon,2022
18127,18127,Hyderabad,Telangana,17.393945,78.44536,2024-10-12,21:00,21,Saturday,True,urban,4,1,fog,low,39,high,drunk driving,minor,3,3,False,Night,2024
18128,18128,Chandigarh,Punjab,30.724634,76.885632,2022-10-13,5:00,5,Thursday,False,highway,1,1,rain,low,29,medium,overspeeding,major,1,0,False,Moring,2022
18129,18129,Bangalore,Karnataka,13.039368,77.400465,2022-11-03,16:00,16,Thursday,False,rural,3,1,fog,low,37,high,drunk driving,fatal,3,3,False,Evening,2022
18130,18130,Hyderabad,Telangana,17.539575,78.257913,2023-05-09,13:00,13,Tuesday,False,highway,3,0,rain,medium,35,low,overspeeding,minor,1,1,False,Afternoon,2023
18131,18131,Hyderabad,Telangana,17.497098,78.563748,2024-04-14,3:00,3,Sunday,True,highway,5,0,clear,high,18,high,overspeeding,minor,2,2,False,Moring,2024
18132,18132,Hyderabad,Telangana,17.362217,78.447196,2022-06-27,0:00,0,Monday,False,urban,4,0,rain,medium,22,low,poor road,fatal,1,1,False,Moring,2022
18133,18133,Pune,Maharashtra,18.400933,73.861406,2022-10-07,3:00,3,Friday,False,urban,6,0,clear,high,30,low,weather,major,1,0,False,Moring,2022
18134,18134,Hyderabad,Telangana,17.54431,78.581633,2024-07-21,7:00,7,Sunday,True,highway,4,1,rain,medium,27,low,distraction,major,4,0,False,Moring,2024
18135,18135,Mumbai,Maharashtra,19.132883,72.983324,2024-12-01,9:00,9,Sunday,True,urban,1,0,fog,low,35,medium,overspeeding,minor,1,1,True,Moring,2024
18136,18136,Chennai,Tamil Nadu,12.874065,80.280454,2022-05-16,2:00,2,Monday,False,urban,3,1,fog,low,20,medium,drunk driving,major,3,3,False,Moring,2022
18137,18137,Hyderabad,Telangana,17.394533,78.439662,2022-07-31,11:00,11,Sunday,True,rural,1,1,rain,medium,36,low,overspeeding,major,2,1,False,Moring,2022
18138,18138,Bangalore,Karnataka,12.854651,77.418006,2022-05-14,12:00,12,Saturday,True,highway,4,1,rain,medium,17,low,poor road,minor,3,0,False,Afternoon,2022
18139,18139,Hyderabad,Telangana,17.515728,78.507825,2024-10-30,6:00,6,Wednesday,False,highway,6,1,fog,low,31,medium,poor road,minor,5,4,False,Moring,2024
18140,18140,Chandigarh,Punjab,30.704693,76.786552,2024-03-16,7:00,7,Saturday,True,highway,4,0,rain,medium,23,medium,weather,major,3,3,False,Moring,2024
18141,18141,Chennai,Tamil Nadu,12.917644,80.206871,2025-03-18,4:00,4,Tuesday,False,rural,6,0,rain,medium,22,high,poor road,minor,3,1,False,Moring,2025
18142,18142,Chandigarh,Punjab,30.750183,76.816492,2023-10-09,13:00,13,Monday,False,urban,2,1,fog,low,24,high,weather,minor,4,4,False,Afternoon,2023
18143,18143,Bangalore,Karnataka,13.182288,77.448402,2024-10-01,23:00,23,Tuesday,False,rural,4,0,fog,low,22,high,overspeeding,major,2,0,False,Night,2024
18144,18144,Delhi,Delhi,28.491548,76.941978,2024-08-17,5:00,5,Saturday,True,urban,6,0,fog,low,16,medium,poor road,minor,1,1,False,Moring,2024
18145,18145,Pune,Maharashtra,18.63617,73.993188,2024-11-12,20:00,20,Tuesday,False,rural,4,0,clear,high,18,high,poor road,major,3,1,False,Night,2024
18146,18146,Bangalore,Karnataka,12.969922,77.4677,2025-02-18,0:00,0,Tuesday,False,urban,1,1,fog,low,22,medium,distraction,fatal,2,2,False,Moring,2025
18147,18147,Chandigarh,Punjab,30.75866,76.728178,2024-08-20,16:00,16,Tuesday,False,highway,2,0,rain,medium,23,high,drunk driving,minor,5,1,False,Evening,2024
18148,18148,Chandigarh,Punjab,30.640888,76.832423,2023-02-13,17:00,17,Monday,False,highway,4,1,fog,low,29,low,poor road,minor,1,0,True,Evening,2023
18149,18149,Pune,Maharashtra,18.450466,73.835922,2023-09-24,15:00,15,Sunday,True,rural,2,1,clear,high,36,high,weather,minor,4,0,False,Afternoon,2023
18150,18150,Hyderabad,Telangana,17.213928,78.221238,2022-02-18,17:00,17,Friday,False,urban,3,1,fog,low,16,medium,poor road,minor,1,1,True,Evening,2022
18151,18151,Kolkata,West Bengal,22.539345,88.318013,2022-09-04,6:00,6,Sunday,True,rural,4,1,fog,low,25,low,weather,minor,5,0,False,Moring,2022
18152,18152,Delhi,Delhi,28.42128,77.222508,2022-10-20,20:00,20,Thursday,False,rural,1,1,rain,low,38,medium,poor road,minor,2,1,False,Night,2022
