temperature,hour,is_peak_hour,is_weekend,traffic_signal,lanes,festival,risk_score,weather_fog,weather_rain,visibility_low,visibility_medium,traffic_density_low,traffic_density_medium,road_type_rural,road_type_urban
26,0,0,1,0,4,0,0.3,0,0,0,0,0,0,0,1
21,9,1,0,1,5,1,0.55,0,0,0,0,0,1,0,0
38,14,0,0,0,5,0,0.3,0,0,0,0,0,0,1,0
38,20,0,0,1,1,0,0.85,0,1,1,0,0,0,1,0
30,20,0,0,0,6,0,0.3,0,0,0,0,0,0,0,0
25,22,0,0,0,2,0,0.45,1,0,1,0,0,1,0,0
32,20,0,0,1,3,0,0.1,0,0,0,0,0,1,0,1
27,20,0,1,0,3,0,0.65,1,0,1,0,0,0,1,0
30,5,0,0,0,4,0,0.45,0,1,1,0,0,1,0,0
18,12,0,0,0,2,0,0.1,0,0,0,0,0,1,0,0
17,2,0,0,0,6,0,0.3,0,0,0,0,1,0,0,0
40,2,0,0,0,3,0,0.3,0,0,0,0,0,0,1,0
17,12,0,0,0,3,0,0.65,1,0,1,0,0,0,0,0
28,18,1,1,0,3,0,0.25,0,0,0,0,0,1,1,0
29,1,0,0,1,3,0,0.65,0,1,1,0,1,0,0,1
17,19,1,0,1,4,0,0.45,0,0,0,0,0,0,0,0
18,7,0,1,0,2,0,0.65,1,0,1,0,0,0,0,1
34,5,0,0,1,3,0,0.65,0,1,1,0,0,0,1,0
36,6,0,1,1,5,0,0.45,1,0,1,0,0,1,1,0
33,9,1,0,0,6,0,0.6,0,1,0,1,0,0,1,0
16,13,0,0,0,1,0,0.1,0,0,0,0,1,0,0,0
35,5,0,1,0,5,0,0.65,1,0,1,0,0,0,1,0
38,23,0,0,0,1,0,0.65,1,0,1,0,0,0,1,0
33,0,0,1,0,6,0,0.25,0,1,0,1,1,0,1,0
25,7,0,0,0,3,0,0.65,1,0,1,0,0,0,0,1
22,14,0,0,1,6,0,0.45,0,1,0,1,0,1,0,1
18,3,0,0,0,5,0,0.45,0,1,1,0,1,0,0,1
37,20,0,0,0,3,0,0.3,0,0,0,0,0,0,1,0
25,0,0,0,0,5,0,0.45,1,0,1,0,1,0,0,1
33,7,0,1,1,1,0,0.25,0,1,0,1,1,0,1,0
39,5,0,1,0,3,0,0.45,0,1,0,1,0,0,0,1
24,10,1,0,0,3,0,0.25,0,0,0,0,0,1,0,0
35,18,1,1,0,1,0,0.6,1,0,1,0,1,0,0,0
28,10,1,0,0,2,0,0.8,1,0,1,0,0,0,1,0
17,9,1,0,1,3,0,0.6,1,0,1,0,0,1,0,0
35,11,0,0,0,3,0,0.45,0,1,1,0,0,1,1,0
17,3,0,0,1,1,0,0.45,0,1,1,0,1,0,0,0
32,8,1,1,1,2,0,0.45,0,0,0,0,0,1,0,1
20,14,0,1,1,4,0,0.65,1,0,1,0,0,0,0,1
33,17,1,0,1,3,0,0.8,1,0,1,0,0,0,0,0
37,5,0,0,0,3,0,0.45,0,1,0,1,0,1,0,0
36,15,0,0,0,2,0,0.25,0,1,0,1,0,1,0,0
20,17,1,0,0,6,0,0.8,1,0,1,0,0,0,1,0
40,20,0,1,0,2,0,0.65,0,1,1,0,0,0,1,0
25,22,0,1,0,6,0,0.25,0,1,0,1,1,0,0,1
30,3,0,0,0,4,0,0.1,0,0,0,0,1,0,1,0
39,5,0,0,1,5,0,0.45,0,1,1,0,1,0,0,0
29,3,0,1,1,5,0,0.65,1,0,1,0,1,0,0,1
35,5,0,0,1,5,0,0.45,0,1,0,1,0,0,0,0
17,23,0,1,0,2,0,0.1,0,0,0,0,0,1,0,1
20,15,0,1,1,6,0,0.65,1,0,1,0,0,0,0,1
35,12,0,0,1,4,0,0.65,1,0,1,0,1,0,0,1
29,18,1,0,0,2,0,0.6,0,1,0,1,0,1,0,1
26,6,0,1,0,6,0,0.45,1,0,1,0,1,0,1,0
39,20,0,0,0,6,0,0.45,1,0,1,0,0,1,0,0
39,5,0,1,0,2,0,0.1,0,0,0,0,1,0,0,0
23,17,1,1,0,6,0,0.6,0,1,0,1,0,0,0,1
21,19,1,0,1,1,0,0.8,1,0,1,0,0,0,0,0
15,10,1,1,0,4,0,0.8,1,0,1,0,0,0,0,0
31,20,0,0,1,2,0,0.65,0,1,1,0,0,0,0,1
38,14,0,1,0,1,0,0.3,0,0,0,0,0,0,1,0
21,23,0,1,1,5,0,0.1,0,0,0,0,1,0,0,1
30,23,0,0,1,6,0,0.1,0,0,0,0,1,0,0,1
31,16,0,0,0,4,0,0.45,1,0,1,0,1,0,0,1
19,12,0,0,1,5,0,0.45,0,1,0,1,0,0,0,0
17,8,1,1,1,5,0,0.8,1,0,1,0,0,0,0,0
38,0,0,0,1,2,0,0.25,0,1,0,1,1,0,1,0
35,14,0,1,1,4,1,0.4,0,0,0,0,0,0,0,0
23,21,0,1,1,3,0,0.85,0,1,1,0,0,0,1,0
26,22,0,0,1,3,0,0.1,0,0,0,0,1,0,0,0
15,16,0,0,1,4,0,0.1,0,0,0,0,1,0,0,0
26,22,0,1,1,6,0,0.65,0,1,0,1,0,0,0,0
24,19,1,0,1,2,0,0.6,0,1,0,1,0,0,1,0
38,7,0,1,0,1,0,0.1,0,0,0,0,0,1,0,0
33,13,0,0,0,5,0,0.1,0,0,0,0,1,0,0,1
29,20,0,0,0,5,0,0.65,1,0,1,0,1,0,0,1
30,18,1,1,1,3,0,0.6,0,1,0,1,0,0,0,1
35,17,1,0,1,4,1,1.0,1,0,1,0,0,0,0,1
37,10,1,0,1,5,0,0.45,0,0,0,0,0,0,1,0
34,6,0,0,1,4,0,0.5,0,0,0,0,0,0,0,1
22,15,0,1,0,3,0,0.3,0,0,0,0,0,0,0,0
36,14,0,1,1,5,0,0.65,1,0,1,0,0,0,0,0
36,19,1,1,0,3,0,0.25,0,0,0,0,0,1,1,0
34,8,1,1,1,1,0,0.8,1,0,1,0,0,1,0,1
28,12,0,0,1,5,0,0.65,1,0,1,0,0,0,0,0
40,2,0,0,1,6,0,0.1,0,0,0,0,1,0,0,1
17,14,0,0,1,1,0,0.65,0,1,1,0,1,0,1,0
33,20,0,0,1,3,0,0.45,0,1,1,0,0,1,0,1
18,9,1,1,0,4,0,0.8,1,0,1,0,0,0,0,0
39,9,1,0,1,3,0,1.0,1,0,1,0,0,0,1,0
21,6,0,1,0,5,0,0.45,1,0,1,0,1,0,0,1
25,21,0,0,1,1,0,0.65,0,1,1,0,0,0,0,0
18,17,1,0,0,4,0,0.8,1,0,1,0,0,0,1,0
39,12,0,1,1,1,0,0.45,0,1,1,0,1,0,1,0
24,7,0,0,1,5,0,0.65,1,0,1,0,0,0,1,0
28,3,0,0,1,5,0,0.1,0,0,0,0,0,1,0,0
32,10,1,1,1,2,0,0.6,1,0,1,0,0,1,1,0
23,22,0,1,1,2,0,0.3,0,0,0,0,0,0,0,0
26,3,0,0,0,5,0,0.1,0,0,0,0,1,0,0,1
38,8,1,0,1,3,0,0.25,0,0,0,0,0,1,0,0
16,0,0,1,0,5,0,0.45,0,1,1,0,1,0,0,1
15,8,1,0,1,3,0,0.45,0,0,0,0,0,0,1,0
30,6,0,0,0,1,0,0.65,1,0,1,0,0,0,0,1
24,9,1,0,1,1,0,0.45,0,0,0,0,0,0,0,0
28,21,0,0,1,4,0,0.1,0,0,0,0,1,0,0,0
31,20,0,0,1,6,0,0.1,0,0,0,0,1,0,0,1
16,5,0,0,0,2,0,0.3,0,0,0,0,0,1,0,1
28,10,1,1,1,1,0,1.0,1,0,1,0,0,0,1,0
28,1,0,0,1,6,0,0.1,0,0,0,0,1,0,0,0
28,5,0,0,0,5,0,0.45,1,0,1,0,0,1,0,1
15,5,0,0,0,4,0,0.45,0,1,0,1,0,0,1,0
40,10,1,0,0,5,0,0.45,0,0,0,0,0,0,1,0
34,15,0,0,0,4,0,0.45,0,1,0,1,0,0,1,0
39,3,0,1,1,1,0,0.1,0,0,0,0,1,0,1,0
23,18,1,1,0,4,0,0.45,0,0,0,0,0,1,0,1
24,23,0,0,0,3,0,0.45,0,1,0,1,0,0,0,1
20,22,0,0,1,5,0,0.25,0,1,0,1,1,0,0,1
19,3,0,1,1,4,0,0.1,0,0,0,0,1,0,0,0
18,14,0,0,0,3,0,0.45,0,1,1,0,1,0,0,1
37,13,0,0,0,2,0,0.65,0,1,1,0,0,0,0,0
25,18,1,1,0,6,0,0.45,0,0,0,0,0,0,0,0
35,16,0,0,1,5,0,0.3,0,0,0,0,0,0,1,0
17,10,1,0,1,1,0,0.6,0,1,0,1,0,0,1,0
34,6,0,0,1,3,0,0.1,0,0,0,0,0,1,0,0
17,1,0,0,0,1,0,0.25,0,1,0,1,1,0,0,1
29,5,0,0,1,5,0,0.45,1,0,1,0,0,1,0,0
22,10,1,0,1,6,0,0.8,1,0,1,0,0,0,0,1
37,5,0,1,1,4,0,0.45,1,0,1,0,1,0,0,1
19,23,0,0,1,1,0,0.65,0,1,1,0,0,0,0,0
29,4,0,0,1,5,0,0.45,1,0,1,0,1,0,0,1
32,22,0,0,0,3,0,0.1,0,0,0,0,1,0,0,0
25,3,0,0,1,2,0,0.25,0,1,0,1,1,0,0,0
33,20,0,0,1,3,0,0.45,1,0,1,0,1,0,0,0
17,1,0,0,0,2,0,0.3,0,0,0,0,0,0,1,0
23,14,0,0,0,4,0,0.25,0,1,0,1,0,1,0,1
33,14,0,0,0,3,0,0.1,0,0,0,0,1,0,0,0
22,23,0,0,0,5,0,0.1,0,0,0,0,1,0,1,0
36,2,0,0,0,5,0,0.1,0,0,0,0,1,0,1,0
16,14,0,1,0,1,0,0.45,0,1,0,1,0,1,0,1
38,16,0,0,0,5,0,0.25,0,1,0,1,1,0,0,0
16,7,0,1,0,5,0,0.1,0,0,0,0,1,0,1,0
34,5,0,1,0,4,0,0.3,0,0,0,0,0,0,0,0
29,19,1,1,0,5,0,0.8,1,0,1,0,0,0,0,1
18,12,0,0,0,5,0,0.65,1,0,1,0,0,0,0,0
37,18,1,1,0,5,0,0.6,1,0,1,0,0,1,1,0
26,17,1,0,0,3,0,0.6,0,1,0,1,0,0,0,1
27,20,0,1,0,2,0,0.65,1,0,1,0,1,0,1,0
17,23,0,1,1,3,0,0.85,0,1,1,0,0,0,1,0
36,15,0,0,1,1,0,0.45,0,1,1,0,1,0,0,0
26,12,0,0,0,1,0,0.1,0,0,0,0,1,0,0,1
36,13,0,0,1,2,0,0.1,0,0,0,0,0,1,0,0
26,20,0,0,1,2,0,0.45,1,0,1,0,1,0,1,0
27,2,0,0,1,2,0,0.1,0,0,0,0,1,0,1,0
38,14,0,0,1,1,0,0.45,1,0,1,0,0,1,0,0
28,13,0,0,0,4,0,0.3,0,0,0,0,0,0,0,0
38,6,0,0,1,3,0,0.45,0,1,0,1,0,0,0,1
27,23,0,0,1,4,0,0.45,1,0,1,0,1,0,0,0
32,14,0,0,0,3,0,0.3,0,0,0,0,0,0,0,0
26,4,0,0,0,1,0,0.45,1,0,1,0,0,1,0,0
19,12,0,0,1,2,0,0.45,1,0,1,0,0,1,1,0
22,13,0,0,0,1,0,0.45,1,0,1,0,0,1,1,0
36,1,0,0,1,4,0,0.45,1,0,1,0,1,0,1,0
29,19,1,1,0,1,0,0.45,0,0,0,0,0,0,0,1
35,7,0,0,0,2,0,0.45,1,0,1,0,0,1,0,1
29,7,0,0,0,2,0,0.1,0,0,0,0,1,0,0,0
18,6,0,0,1,3,0,0.65,0,1,0,1,0,0,0,1
17,6,0,0,1,3,0,0.65,1,0,1,0,1,0,0,1
26,3,0,0,1,5,0,0.25,0,1,0,1,0,1,0,0
27,10,1,0,0,4,0,0.45,0,0,0,0,1,0,0,0
17,10,1,0,1,3,0,0.45,0,0,0,0,0,0,0,1
24,1,0,1,1,5,0,0.45,1,0,1,0,1,0,1,0
17,9,1,0,0,3,0,0.6,0,1,0,1,0,0,1,0
21,4,0,0,1,1,0,0.45,0,1,1,0,1,0,0,0
33,12,0,0,1,6,0,0.45,1,0,1,0,1,0,0,1
16,17,1,0,1,1,0,0.6,0,1,1,0,0,1,0,0
29,13,0,0,0,4,0,0.1,0,0,0,0,1,0,1,0
35,15,0,0,0,2,0,0.1,0,0,0,0,0,1,0,0
18,21,0,0,1,2,0,0.45,1,0,1,0,0,1,0,1
28,4,0,0,0,4,0,0.45,1,0,1,0,0,1,0,0
23,16,0,1,1,5,0,0.5,0,0,0,0,0,0,0,0
26,12,0,0,1,4,0,0.65,0,1,1,0,0,0,0,1
24,13,0,0,1,1,0,0.45,1,0,1,0,1,0,1,0
38,18,1,0,1,3,0,0.6,1,0,1,0,1,0,1,0
25,20,0,0,0,2,0,0.45,0,1,1,0,0,1,1,0
22,1,0,0,0,3,0,0.45,1,0,1,0,0,1,1,0
29,21,0,0,0,4,0,0.1,0,0,0,0,0,1,1,0
31,1,0,0,1,5,0,0.1,0,0,0,0,0,1,0,1
34,18,1,0,1,1,0,1.0,1,0,1,0,0,0,0,1
31,7,0,1,0,2,0,0.45,0,1,0,1,0,0,0,0
35,2,0,0,1,6,0,0.45,0,1,0,1,1,0,1,0
37,21,0,0,1,2,0,0.65,1,0,1,0,0,1,1,0
22,22,0,0,1,4,0,0.1,0,0,0,0,1,0,0,1
22,2,0,1,0,4,0,0.45,0,1,0,1,0,0,0,0
32,12,0,0,1,6,0,0.3,0,0,0,0,0,0,0,0
34,12,0,0,0,3,0,0.45,1,0,1,0,1,0,0,0
21,17,1,0,1,4,0,0.8,0,1,1,0,0,0,0,1
38,18,1,0,0,4,0,0.8,0,1,1,0,0,0,0,0
15,17,1,0,1,4,0,0.8,1,0,1,0,0,0,0,1
19,11,0,1,1,5,0,0.3,0,0,0,0,0,0,1,0
39,18,1,0,1,2,0,0.4,0,1,0,1,0,1,0,1
40,6,0,1,0,4,0,0.45,0,1,0,1,1,0,0,0
26,20,0,0,0,5,0,0.5,0,0,0,0,0,0,0,1
15,15,0,0,1,4,0,0.1,0,0,0,0,0,1,0,1
30,20,0,0,0,4,0,0.45,1,0,1,0,0,1,1,0
32,6,0,1,0,6,0,0.3,0,0,0,0,0,0,0,1
30,17,1,0,1,3,0,0.25,0,0,0,0,0,1,0,0
16,4,0,1,0,6,0,0.1,0,0,0,0,1,0,0,0
22,18,1,1,0,6,0,0.8,1,0,1,0,0,0,0,1
23,4,0,0,0,5,0,0.45,1,0,1,0,1,0,0,0
15,22,0,0,0,6,0,0.1,0,0,0,0,1,0,1,0
24,20,0,1,0,4,0,0.25,0,1,0,1,1,0,1,0
38,1,0,0,1,3,0,0.25,0,1,0,1,1,0,0,0
18,4,0,0,1,4,0,0.1,0,0,0,0,0,1,1,0
20,21,0,1,0,4,0,0.85,1,0,1,0,0,0,0,1
17,7,0,0,1,4,0,0.45,1,0,1,0,1,0,0,0
31,17,1,1,1,6,0,0.8,0,1,1,0,0,0,0,1
20,7,0,0,0,6,0,0.1,0,0,0,0,0,1,0,0
37,3,0,1,0,4,0,0.45,1,0,1,0,1,0,0,1
39,3,0,1,1,4,0,0.1,0,0,0,0,0,1,0,0
39,9,1,0,0,2,0,0.8,1,0,1,0,1,0,0,0
36,5,0,0,0,2,0,0.65,0,1,1,0,0,0,1,0
30,21,0,1,1,3,0,0.65,0,1,0,1,0,0,0,0
31,11,0,0,1,2,0,0.45,0,1,1,0,0,1,1,0
22,6,0,0,1,3,0,0.3,0,0,0,0,0,0,0,1
23,14,0,1,0,4,0,0.45,1,0,1,0,0,1,1,0
30,2,0,0,1,2,0,0.1,0,0,0,0,1,0,0,0
16,16,0,1,0,1,0,0.45,1,0,1,0,1,0,0,0
21,23,0,1,1,5,0,0.65,1,0,1,0,0,0,1,0
33,1,0,0,1,1,0,0.45,1,0,1,0,1,0,1,0
21,15,0,1,0,5,0,0.3,0,0,0,0,0,0,0,1
16,9,1,0,1,5,0,0.6,1,0,1,0,0,1,0,0
17,5,0,0,0,3,1,0.4,0,0,0,0,0,0,0,0
21,11,0,0,1,4,0,0.45,1,0,1,0,1,0,0,0
39,4,0,0,0,4,0,0.45,1,0,1,0,1,0,0,0
22,23,0,1,1,3,0,0.45,1,0,1,0,0,1,1,0
28,2,0,0,0,5,0,0.1,0,0,0,0,0,1,0,1
16,18,1,0,1,3,0,0.25,0,0,0,0,0,1,0,0
15,7,0,0,0,4,0,0.1,0,0,0,0,1,0,0,1
25,6,0,0,0,3,0,0.65,1,0,1,0,0,0,0,0
33,8,1,1,1,4,0,0.8,1,0,1,0,0,0,0,1
27,8,1,1,0,3,0,0.6,0,1,1,0,0,1,1,0
40,5,0,0,1,4,0,0.45,1,0,1,0,0,1,0,0
22,11,0,0,1,3,0,0.65,1,0,1,0,0,1,0,1
37,19,1,0,0,6,0,0.6,1,0,1,0,0,1,0,0
31,3,0,0,0,5,0,0.45,1,0,1,0,1,0,1,0
40,14,0,0,0,2,0,0.1,0,0,0,0,1,0,0,0
22,10,1,0,1,1,0,0.4,0,1,0,1,0,1,0,0
35,19,1,1,1,3,0,0.25,0,0,0,0,0,1,1,0
34,15,0,0,0,1,0,0.45,1,0,1,0,1,0,0,0
31,21,0,0,1,4,0,0.3,0,0,0,0,1,0,0,0
28,15,0,0,0,1,0,0.1,0,0,0,0,0,1,1,0
34,9,1,0,1,4,0,0.6,1,0,1,0,0,1,0,1
39,20,0,0,1,2,0,0.25,0,1,0,1,0,1,0,0
20,21,0,1,0,2,0,0.65,1,0,1,0,1,0,0,0
32,13,0,1,1,6,0,0.45,1,0,1,0,0,1,0,1
15,20,0,1,0,1,0,0.45,1,0,1,0,1,0,1,0
30,11,0,1,1,2,0,0.45,0,1,1,0,1,0,0,1
40,1,0,0,0,2,0,0.45,1,0,1,0,1,0,1,0
19,4,0,1,1,4,0,0.45,1,0,1,0,1,0,0,1
29,18,1,1,0,2,0,0.4,0,1,0,1,0,1,0,0
28,15,0,0,0,1,0,0.45,1,0,1,0,0,1,0,0
15,4,0,1,1,2,0,0.1,0,0,0,0,1,0,1,0
25,9,1,1,0,4,0,0.8,0,1,0,1,0,0,1,0
38,18,1,1,0,5,0,0.8,0,1,1,0,0,0,0,0
21,5,0,0,0,2,0,0.45,1,0,1,0,1,0,0,0
26,2,0,0,1,2,0,0.65,1,0,1,0,0,0,1,0
37,5,0,0,0,2,0,0.45,1,0,1,0,0,1,0,1
23,1,0,1,0,2,0,0.25,0,1,0,1,0,1,0,1
35,23,0,0,0,6,0,0.1,0,0,0,0,0,1,1,0
34,4,0,0,0,6,0,0.1,0,0,0,0,1,0,0,1
38,4,0,1,1,5,0,0.45,0,1,1,0,1,0,0,1
35,1,0,1,1,1,0,0.3,0,0,0,0,1,0,0,1
22,14,0,1,0,4,0,0.45,1,0,1,0,0,1,0,0
17,16,0,1,0,2,0,0.65,0,1,1,0,0,0,1,0
37,4,0,0,1,3,0,0.25,0,1,0,1,1,0,0,0
36,1,0,0,0,6,0,0.25,0,1,0,1,1,0,0,0
19,8,1,0,0,2,0,0.25,0,0,0,0,0,1,0,0
33,13,0,1,1,5,0,0.1,0,0,0,0,0,1,1,0
21,23,0,0,1,1,0,0.25,0,1,0,1,1,0,0,0
32,15,0,0,0,6,0,0.1,0,0,0,0,1,0,1,0
16,14,0,1,1,6,1,0.2,0,0,0,0,1,0,0,0
25,17,1,0,1,5,0,0.8,1,0,1,0,0,0,1,0
28,18,1,0,1,5,0,0.25,0,0,0,0,1,0,0,1
15,5,0,1,0,3,0,0.45,1,0,1,0,1,0,0,0
20,21,0,0,1,6,0,0.45,0,1,1,0,0,1,1,0
19,18,1,1,0,6,0,0.45,0,0,0,0,0,0,0,1
38,23,0,0,1,4,0,0.3,0,0,0,0,0,1,0,0
30,7,0,0,1,6,0,0.1,0,0,0,0,0,1,1,0
18,2,0,1,0,5,0,0.65,0,1,1,0,1,0,0,1
23,23,0,0,1,5,0,0.45,1,0,1,0,1,0,0,1
23,7,0,0,1,1,0,0.1,0,0,0,0,1,0,0,1
37,10,1,1,0,5,0,0.45,0,0,0,0,0,0,0,0
26,0,0,1,1,2,0,0.45,0,1,1,0,1,0,0,0
23,3,0,0,0,4,0,0.1,0,0,0,0,1,0,1,0
39,7,0,0,1,2,0,0.45,0,1,1,0,1,0,0,1
33,22,0,0,1,6,0,0.45,1,0,1,0,0,1,0,1
38,8,1,0,1,2,0,0.6,0,1,0,1,0,0,1,0
30,14,0,1,0,3,0,0.45,0,1,1,0,0,1,0,0
26,18,1,0,0,5,0,0.6,1,0,1,0,0,1,0,0
39,16,0,1,1,2,0,0.45,1,0,1,0,1,0,0,1
39,8,1,0,1,6,0,0.8,0,1,1,0,0,0,0,1
33,20,0,0,1,5,0,0.45,0,1,0,1,0,0,0,0
32,10,1,0,0,4,0,0.8,1,0,1,0,0,1,0,1
33,12,0,0,1,5,0,0.25,0,1,0,1,0,1,0,0
36,3,0,0,1,4,0,0.3,0,0,0,0,1,0,0,0
32,6,0,1,1,6,0,0.3,0,0,0,0,0,0,1,0
29,0,0,1,0,2,0,0.45,1,0,1,0,1,0,0,0
30,8,1,0,1,1,0,0.4,0,1,0,1,0,1,0,0
19,14,0,0,0,1,0,0.85,1,0,1,0,0,0,0,1
39,15,0,1,0,3,0,0.3,0,0,0,0,0,0,0,0
25,2,0,1,1,1,0,0.1,0,0,0,0,1,0,1,0
39,11,0,0,0,5,0,0.45,0,1,1,0,0,1,0,0
22,14,0,0,0,5,0,0.3,0,0,0,0,1,0,0,1
26,11,0,0,0,5,0,0.1,0,0,0,0,0,1,1,0
31,20,0,0,0,1,0,0.45,0,1,0,1,0,0,1,0
23,19,1,0,0,6,0,0.8,0,1,1,0,0,0,0,1
24,1,0,0,0,2,0,0.25,0,1,0,1,1,0,0,1
22,2,0,1,1,6,0,0.1,0,0,0,0,1,0,0,1
17,19,1,0,1,1,0,0.4,0,1,0,1,0,1,0,1
33,5,0,0,1,3,0,0.5,0,0,0,0,0,0,0,0
32,16,0,0,0,2,0,0.1,0,0,0,0,1,0,0,0
23,22,0,1,0,6,0,0.85,0,1,1,0,0,0,0,1
15,5,0,0,1,3,0,0.1,0,0,0,0,0,1,1,0
40,18,1,0,1,5,0,0.25,0,0,0,0,1,0,0,1
39,0,0,0,1,4,0,0.45,1,0,1,0,1,0,1,0
21,7,0,1,0,1,0,0.65,0,1,1,0,0,0,1,0
24,12,0,0,1,4,0,0.25,0,1,0,1,0,1,0,0
39,23,0,0,1,2,0,0.1,0,0,0,0,0,1,0,1
23,1,0,0,0,1,0,0.45,0,1,1,0,1,0,1,0
16,20,0,0,1,4,0,0.45,0,1,1,0,0,1,0,0
36,22,0,0,0,5,0,0.45,0,1,1,0,0,1,0,1
19,14,0,1,1,3,0,0.1,0,0,0,0,1,0,0,0
15,5,0,0,0,1,0,0.1,0,0,0,0,1,0,1,0
32,1,0,1,1,2,0,0.3,0,0,0,0,1,0,0,1
27,16,0,0,0,3,0,0.1,0,0,0,0,1,0,1,0
37,21,0,0,0,6,0,0.3,0,0,0,0,0,0,0,0
40,20,0,0,0,6,0,0.65,0,1,1,0,0,0,0,1
16,1,0,1,0,3,0,0.25,0,1,0,1,1,0,1,0
38,21,0,0,0,1,0,0.45,0,1,0,1,0,1,1,0
40,20,0,0,1,5,0,0.85,1,0,1,0,0,0,0,1
24,14,0,1,1,1,0,0.45,0,1,1,0,0,1,1,0
27,3,0,1,1,2,0,0.3,0,0,0,0,0,0,1,0
35,6,0,0,1,3,0,0.65,1,0,1,0,0,0,0,1
24,14,0,0,1,1,0,0.65,0,1,1,0,1,0,1,0
18,17,1,0,1,5,0,0.6,0,1,0,1,0,0,0,0
19,14,0,0,0,2,0,0.45,1,0,1,0,1,0,0,1
19,21,0,0,1,5,0,0.65,0,1,1,0,0,1,1,0
35,11,0,0,1,4,0,0.3,0,0,0,0,1,0,1,0
21,3,0,0,1,4,0,0.45,1,0,1,0,1,0,0,0
29,16,0,0,0,1,0,0.1,0,0,0,0,1,0,1,0
28,23,0,1,1,2,0,0.3,0,0,0,0,0,0,0,1
20,13,0,0,0,4,0,0.3,0,0,0,0,0,0,1,0
16,17,1,0,1,2,0,0.8,1,0,1,0,0,0,0,0
33,2,0,0,1,3,0,0.65,1,0,1,0,0,0,0,1
20,8,1,1,1,2,0,0.6,1,0,1,0,0,1,0,1
18,21,0,0,0,4,0,0.25,0,1,0,1,1,0,0,1
15,3,0,0,0,4,0,0.45,1,0,1,0,1,0,0,0
32,0,0,0,0,6,0,0.45,1,0,1,0,0,1,1,0
15,8,1,0,0,6,0,0.6,0,1,1,0,0,1,1,0
23,23,0,1,0,2,0,0.45,1,0,1,0,0,1,1,0
24,9,1,0,1,5,0,0.45,0,0,0,0,0,0,0,1
16,17,1,1,0,4,0,0.8,1,0,1,0,0,1,1,0
31,15,0,0,0,1,0,0.65,1,0,1,0,0,0,1,0
16,8,1,0,0,6,0,0.25,0,0,0,0,0,1,0,1
32,22,0,1,1,5,0,0.1,0,0,0,0,1,0,0,1
20,16,0,0,1,6,0,0.45,0,1,0,1,0,0,0,0
20,18,1,0,1,1,0,0.45,0,0,0,0,0,0,0,0
27,12,0,1,0,1,0,0.45,1,0,1,0,1,0,0,1
19,20,0,0,1,6,0,0.25,0,1,0,1,1,0,1,0
40,11,0,0,1,5,0,0.3,0,0,0,0,0,0,1,0
18,10,1,0,0,4,0,0.65,0,0,0,0,0,0,1,0
18,20,0,0,1,5,0,0.45,1,0,1,0,1,0,1,0
16,2,0,0,0,3,0,0.1,0,0,0,0,1,0,0,0
32,17,1,1,0,1,0,0.45,0,0,0,0,0,0,0,1
31,9,1,0,0,5,0,0.8,1,0,1,0,0,0,0,1
16,15,0,0,0,2,0,0.25,0,1,0,1,1,0,0,0
40,0,0,0,0,4,0,0.1,0,0,0,0,1,0,0,1
22,16,0,0,1,1,0,0.45,1,0,1,0,0,1,0,0
36,18,1,0,0,5,0,0.6,0,1,0,1,0,0,0,1
34,4,0,0,0,6,0,0.1,0,0,0,0,1,0,0,0
16,2,0,0,0,4,0,0.45,1,0,1,0,0,1,0,0
40,5,0,0,1,1,0,0.85,0,1,1,0,0,0,0,1
18,17,1,0,1,1,0,0.6,1,0,1,0,0,1,1,0
32,1,0,1,0,6,0,0.3,0,0,0,0,0,0,0,0
35,17,1,0,0,4,0,0.45,0,0,0,0,0,1,0,1
36,2,0,1,1,6,0,0.25,0,1,0,1,1,0,0,0
40,6,0,0,1,6,0,0.1,0,0,0,0,1,0,1,0
23,9,1,0,1,6,0,0.6,0,1,0,1,0,0,0,0
15,21,0,0,0,6,0,0.65,1,0,1,0,0,0,1,0
36,15,0,0,0,1,0,0.45,0,1,1,0,0,1,0,1
35,11,0,0,1,2,0,0.45,1,0,1,0,1,0,0,0
28,14,0,0,0,4,0,0.65,1,0,1,0,0,0,0,1
27,1,0,0,1,3,0,0.1,0,0,0,0,1,0,1,0
27,21,0,1,0,4,0,0.45,1,0,1,0,0,1,0,1
25,23,0,1,0,6,0,0.45,0,1,1,0,0,1,0,1
31,8,1,1,1,1,0,0.8,0,1,1,0,0,0,0,1
15,0,0,1,0,6,0,0.45,1,0,1,0,1,0,0,1
26,4,0,0,1,4,0,0.45,1,0,1,0,1,0,1,0
16,13,0,0,0,2,0,0.65,1,0,1,0,0,0,1,0
34,7,0,1,0,5,0,0.45,0,1,0,1,0,0,1,0
38,20,0,1,0,2,0,0.1,0,0,0,0,0,1,0,1
22,18,1,0,0,4,0,0.6,0,1,1,0,0,1,0,0
27,22,0,1,1,3,0,0.25,0,1,0,1,1,0,1,0
25,8,1,0,0,6,0,0.6,1,0,1,0,1,0,0,0
19,17,1,1,1,4,0,0.6,1,0,1,0,0,1,1,0
31,18,1,0,0,2,0,0.6,1,0,1,0,1,0,0,1
36,17,1,0,0,5,0,0.6,0,1,0,1,0,0,0,1
23,20,0,0,0,1,0,0.3,0,0,0,0,0,0,0,0
